Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel
57,111,2008,2023-08-25,3,43.11,Online
58,103,2008,2024-03-20,3,87.86,In-Store
59,111,2008,2023-08-18,2,48.29,Online
60,113,2008,2023-09-12,1,10.49,In-Store
61,114,2008,2023-09-06,3,52.99,In-Store
62,106,2008,2023-10-12,1,36.88,Online
63,103,2008,2023-10-03,1,79.96,In-Store
64,106,2008,2023-08-23,1,36.7,In-Store
65,118,2008,2023-10-29,2,139.26,In-Store
66,105,2008,2023-11-01,1,119.92,Online
67,111,2008,2023-12-04,3,49.29,In-Store
68,110,2008,2024-01-17,3,107.59,Online
69,113,2008,2024-02-19,2,10.91,In-Store
70,109,2009,2024-01-25,3,154.19,Online
71,112,2009,2024-01-18,3,30.5,In-Store
72,114,2009,2023-12-15,2,59.38,Online
73,117,2009,2023-12-01,2,128.33,In-Store
74,114,2009,2024-03-10,2,55.42,In-Store
75,110,2009,2024-03-13,1,116.79,Online
76,108,2009,2023-09-10,2,214.2,Online
77,110,2009,2024-04-15,1,109.12,In-Store
78,116,2009,2023-12-24,2,238.33,In-Store
79,112,2010,2023-08-11,1,32.06,Online
80,109,2010,2024-03-01,2,155.34,Online
81,109,2010,2023-11-26,2,153.38,In-Store
82,115,2010,2024-03-18,2,120.45,In-Store
83,110,2010,2023-08-09,1,113.0,Online
84,101,2010,2024-05-12,1,24.81,Online
85,106,2010,2023-11-28,1,34.19,In-Store
86,101,2010,2023-10-16,2,27.12,In-Store
87,103,2010,2023-10-07,1,79.75,In-Store
88,115,2010,2023-11-15,1,134.13,Online
89,104,2010,2024-01-16,3,62.4,Online
90,107,2011,2023-11-10,3,69.2,Online
91,104,2011,2023-09-10,2,56.81,Online
92,117,2011,2024-01-30,1,143.31,Online
93,113,2011,2023-12-27,2,11.28,Online
94,110,2011,2024-04-19,1,124.83,In-Store
95,104,2011,2024-04-29,3,63.13,Online
96,113,2011,2024-01-21,1,11.1,Online
97,108,2011,2023-10-22,3,208.28,Online
98,116,2011,2024-03-19,2,246.67,In-Store
99,112,2011,2023-11-22,3,27.15,Online
100,118,2011,2023-10-30,3,136.63,Online
101,110,2011,2024-01-31,3,108.08,Online
102,108,2011,2023-09-17,1,195.56,In-Store
103,105,2011,2023-09-10,1,123.46,In-Store
104,104,2011,2024-04-22,3,56.73,In-Store
105,103,2011,2024-05-07,1,94.83,In-Store
106,106,2011,2024-03-20,3,37.45,Online
107,104,2011,2024-03-08,1,64.27,In-Store
108,117,2011,2024-01-05,2,138.72,Online
109,105,2011,2023-10-09,3,108.27,In-Store
110,114,2011,2023-08-23,3,57.56,Online
111,112,2012,2023-08-10,2,30.7,In-Store
112,110,2012,2023-08-03,3,123.85,Online
113,117,2012,2023-10-21,3,136.01,Online
114,111,2012,2023-10-04,2,49.39,Online
115,107,2012,2023-07-30,3,62.59,Online
116,102,2012,2024-02-27,1,29.15,Online
117,117,2012,2023-09-22,2,143.05,Online
118,106,2012,2023-12-06,2,34.09,Online
119,110,2012,2023-11-22,2,123.4,In-Store
120,106,2012,2024-02-08,1,37.84,Online
121,110,2012,2024-03-30,2,121.58,Online
122,114,2012,2023-11-07,2,60.34,In-Store
123,107,2012,2024-03-04,1,65.14,Online
124,118,2012,2023-12-15,1,127.04,Online
125,114,2012,2024-03-24,1,53.83,Online
126,106,2012,2024-02-04,3,36.82,In-Store
127,116,2012,2024-02-10,2,222.4,Online
128,109,2012,2024-04-06,3,145.07,In-Store
129,108,2012,2023-10-04,3,196.15,In-Store
130,113,2013,2023-11-03,3,9.7,In-Store
131,107,2013,2023-06-29,2,59.44,In-Store
132,109,2013,2023-08-28,1,136.81,Online
133,111,2013,2023-12-14,2,50.13,Online
134,113,2013,2024-02-27,3,9.99,Online
135,112,2013,2023-07-20,3,32.8,Online
136,103,2013,2023-07-26,3,85.85,In-Store
137,102,2013,2024-01-01,2,28.22,Online
138,102,2013,2023-09-12,2,25.68,Online
139,110,2013,2024-04-05,3,112.48,Online
140,118,2013,2023-09-09,1,116.89,In-Store
141,117,2013,2023-10-13,1,143.83,In-Store
142,111,2013,2024-03-04,3,51.09,In-Store
143,110,2013,2024-02-23,2,118.29,In-Store
144,101,2013,2024-02-24,2,25.23,In-Store
145,103,2013,2023-12-13,1,79.28,In-Store
146,110,2013,2023-12-01,3,109.58,In-Store
147,112,2013,2023-09-13,1,27.64,Online
148,111,2013,2023-09-20,1,46.26,Online
149,112,2014,2023-10-14,2,28.2,In-Store
150,117,2015,2023-10-12,3,127.53,In-Store
151,107,2016,2023-09-08,3,59.16,Online
152,113,2016,2023-08-05,1,10.84,In-Store
153,111,2017,2023-06-06,1,44.47,In-Store
154,102,2017,2023-06-12,3,29.25,In-Store
155,107,2017,2023-06-23,2,62.1,Online
156,109,2018,2023-10-10,2,131.69,In-Store
157,108,2018,2023-08-29,3,192.39,Online
158,106,2018,2024-01-21,1,36.11,Online
159,109,2018,2024-02-23,3,154.14,Online
160,115,2018,2024-04-27,3,118.5,Online
161,103,2018,2024-02-06,3,86.6,Online
162,116,2018,2024-03-27,3,223.75,Online
163,106,2018,2023-12-05,2,33.02,In-Store
164,106,2018,2023-08-10,3,32.84,In-Store
165,104,2018,2023-08-02,3,56.6,In-Store
166,118,2018,2024-03-30,2,127.26,In-Store
167,106,2018,2024-04-15,3,37.99,In-Store
168,117,2018,2023-09-09,2,140.12,Online
169,105,2019,2024-01-29,3,106.06,In-Store
170,101,2020,2023-07-03,2,28.16,Online
171,112,2020,2024-01-05,1,32.62,Online
172,107,2020,2023-11-16,2,68.54,Online
173,115,2021,2023-08-03,1,122.32,Online
174,104,2021,2023-10-18,3,61.3,In-Store
175,107,2021,2024-01-22,2,70.27,Online
176,112,2021,2024-02-16,1,30.51,Online
177,105,2021,2023-12-24,3,124.77,Online
178,107,2021,2023-08-12,1,70.42,In-Store
179,113,2021,2024-03-23,3,10.6,Online
180,109,2021,2024-02-22,1,138.11,In-Store
181,116,2021,2023-07-30,2,256.56,In-Store
182,114,2021,2023-12-22,2,51.62,Online
183,106,2021,2023-12-28,2,36.38,Online
184,103,2021,2024-03-09,3,92.19,Online
185,111,2022,2023-10-31,2,43.13,Online
186,106,2022,2024-01-27,3,35.33,Online
187,110,2022,2024-02-04,1,128.24,In-Store
188,106,2022,2024-02-29,2,36.18,Online
189,112,2022,2023-11-21,1,29.92,Online
190,117,2022,2024-02-04,2,131.46,Online
191,118,2022,2023-11-29,3,118.56,In-Store
192,106,2022,2024-04-22,1,36.71,Online
193,102,2022,2023-09-25,2,28.35,Online
194,111,2022,2023-10-30,2,50.89,In-Store
195,105,2022,2023-11-07,3,120.76,Online
196,103,2022,2023-12-11,1,85.33,Online
197,101,2022,2023-12-19,3,28.92,Online
198,115,2022,2023-09-19,3,126.37,Online
199,113,2022,2023-08-15,1,10.9,Online
200,114,2022,2023-12-13,2,57.63,Online
201,109,2022,2023-12-14,1,146.98,Online
202,112,2022,2023-12-02,1,30.67,Online
203,107,2022,2023-11-07,3,66.7,In-Store
204,106,2022,2023-08-07,1,38.99,Online
205,118,2022,2023-10-22,2,126.74,In-Store
206,115,2023,2023-03-28,1,126.2,Online
207,110,2023,2023-11-18,2,126.09,In-Store
208,111,2024,2023-11-04,2,44.18,In-Store
209,115,2024,2023-06-14,1,140.14,Online
210,110,2025,2024-01-29,2,121.87,In-Store
211,109,2025,2023-10-16,2,150.05,Online
212,103,2025,2023-12-28,1,94.19,In-Store
213,103,2025,2023-08-13,2,92.17,Online
214,115,2025,2023-11-14,3,121.18,Online
215,105,2025,2024-01-26,3,123.45,Online
216,115,2025,2023-08-04,1,125.64,In-Store
217,114,2025,2024-03-01,1,53.52,In-Store
218,115,2025,2023-08-08,2,141.14,In-Store
219,110,2025,2023-12-18,3,114.48,Online
220,101,2025,2023-07-25,3,25.08,In-Store
221,107,2026,2024-01-09,3,71.13,In-Store
222,106,2026,2023-09-20,1,33.37,Online
223,113,2026,2023-10-20,3,11.61,Online
224,114,2026,2023-11-02,2,60.41,Online
225,107,2026,2023-10-08,2,63.92,Online
226,104,2026,2023-12-13,2,61.02,In-Store
227,108,2026,2024-03-06,2,211.35,In-Store
228,117,2026,2023-12-11,1,137.56,Online
229,114,2026,2023-09-01,2,53.89,In-Store
230,101,2026,2023-10-20,2,27.3,Online
231,117,2026,2023-10-15,2,140.47,Online
232,108,2026,2024-04-12,3,180.92,Online
233,118,2026,2023-11-11,3,137.62,Online
234,115,2026,2024-01-09,2,118.32,Online
235,116,2026,2023-08-06,3,229.9,Online
236,103,2026,2023-10-26,3,92.91,In-Store
237,111,2026,2023-12-05,1,49.5,In-Store
238,101,2026,2023-07-24,3,26.12,Online
239,103,2027,2023-08-21,1,80.55,Online
240,106,2027,2023-11-09,1,33.44,Online
241,110,2027,2024-01-12,2,123.54,Online
242,103,2028,2023-11-27,3,90.55,In-Store
243,106,2028,2023-12-19,2,34.65,Online
244,101,2028,2024-03-31,2,26.71,In-Store
245,107,2028,2024-04-21,3,71.04,Online
246,105,2028,2024-02-13,3,122.93,Online
247,102,2028,2023-11-03,1,24.76,Online
248,115,2028,2024-02-22,3,140.17,Online
249,107,2028,2023-11-16,1,69.46,Online
250,101,2028,2023-08-26,3,27.1,Online
251,118,2028,2024-03-11,1,142.09,In-Store
252,118,2029,2023-12-16,3,140.88,Online
253,114,2029,2024-01-17,3,57.73,Online
254,107,2029,2023-10-23,2,68.5,Online
255,103,2029,2023-10-21,3,89.93,In-Store
256,105,2029,2024-05-17,2,109.84,Online
257,108,2029,2024-05-02,2,190.48,Online
258,110,2029,2023-09-08,1,111.01,In-Store
259,103,2029,2024-01-21,3,93.46,In-Store
260,108,2029,2023-11-14,2,209.4,Online
261,104,2029,2024-02-23,3,64.24,Online
262,118,2029,2024-01-16,3,118.58,Online
263,117,2029,2024-05-02,3,134.37,In-Store
264,111,2029,2024-05-06,2,48.67,Online
265,116,2029,2024-02-16,2,246.57,In-Store
266,112,2030,2024-01-28,3,29.24,In-Store
267,118,2030,2023-11-23,3,141.37,Online
268,117,2030,2023-08-13,3,133.87,In-Store
269,112,2030,2024-02-23,1,27.81,Online
270,107,2030,2023-09-18,1,65.11,In-Store
271,114,2030,2024-05-02,2,57.38,Online
272,114,2030,2023-10-23,2,57.25,In-Store
273,103,2030,2024-04-12,1,78.2,Online
274,112,2030,2024-03-13,3,32.43,In-Store
275,103,2030,2023-12-09,1,91.1,Online
276,115,2030,2023-08-08,1,123.04,Online
277,105,2030,2023-12-29,3,112.08,Online
278,108,2030,2024-03-10,2,191.46,Online
279,101,2030,2023-11-29,2,29.17,Online
280,105,2030,2024-02-02,3,109.75,Online
281,113,2030,2023-07-28,1,11.51,Online
282,113,2030,2023-08-22,1,9.84,In-Store
283,110,2030,2023-09-23,3,113.42,Online
284,118,2030,2024-02-22,3,138.68,Online
285,107,2030,2023-12-25,3,59.82,In-Store
286,110,2030,2024-02-14,1,116.81,In-Store
287,115,2030,2023-11-21,3,138.01,In-Store
288,114,2030,2024-02-05,3,54.88,Online
289,111,2030,2023-11-19,1,50.59,In-Store
290,113,2030,2024-01-16,1,9.7,Online
291,110,2030,2024-01-28,3,107.79,Online
292,114,2030,2024-04-28,1,57.59,In-Store
293,102,2030,2023-09-25,2,28.42,Online
294,111,2030,2024-02-24,3,42.99,Online
295,116,2031,2024-02-19,2,239.53,In-Store
296,116,2031,2024-01-10,2,226.56,In-Store
297,107,2031,2024-01-20,2,68.64,Online
298,107,2031,2023-11-18,3,70.47,Online
299,117,2031,2023-10-27,1,123.83,Online
300,109,2031,2023-07-26,2,149.76,In-Store
301,113,2031,2023-11-12,3,10.58,Online
302,118,2031,2023-10-20,2,117.31,Online
303,105,2031,2024-03-01,2,117.49,In-Store
304,110,2031,2023-08-15,3,127.69,Online
305,111,2031,2023-12-28,1,46.44,In-Store
306,104,2031,2024-05-05,2,58.02,In-Store
307,118,2031,2024-02-24,2,125.42,Online
308,101,2031,2023-10-04,3,27.23,Online
309,114,2032,2023-09-28,1,55.48,In-Store
310,108,2032,2023-04-28,1,211.76,In-Store
311,109,2033,2023-09-27,1,145.74,In-Store
312,113,2033,2024-03-02,1,9.9,In-Store
313,101,2033,2024-05-17,3,27.66,In-Store
314,101,2033,2024-04-28,1,26.53,In-Store
315,102,2033,2024-05-19,2,24.49,In-Store
316,107,2033,2024-03-01,3,71.26,In-Store
317,117,2033,2024-04-02,2,127.0,Online
318,116,2033,2024-03-08,3,262.48,Online
319,116,2033,2024-01-30,3,244.63,In-Store
320,110,2033,2024-03-01,1,124.58,In-Store
321,117,2033,2023-11-27,3,119.61,In-Store
322,110,2033,2024-04-16,1,115.4,In-Store
323,114,2033,2023-11-18,1,53.52,Online
324,113,2033,2024-04-30,1,11.23,In-Store
325,103,2033,2024-02-12,1,87.88,In-Store
326,104,2033,2024-04-03,1,61.82,In-Store
327,105,2033,2023-11-14,3,111.85,Online
328,112,2033,2024-03-29,2,30.0,In-Store
329,106,2034,2023-10-08,3,34.95,In-Store
330,108,2034,2023-10-06,2,204.47,In-Store
331,117,2034,2024-03-29,2,125.85,In-Store
332,114,2034,2023-11-22,2,56.21,In-Store
333,113,2034,2024-01-05,3,10.0,In-Store
334,118,2034,2023-08-09,1,130.87,In-Store
335,101,2034,2023-12-20,1,26.15,In-Store
336,118,2034,2023-07-20,1,127.35,In-Store
337,102,2034,2023-11-17,1,29.24,Online
338,101,2034,2024-03-10,3,25.77,Online
339,108,2034,2024-03-01,2,190.28,In-Store
340,103,2034,2023-10-05,3,82.98,Online
341,104,2034,2023-11-18,1,57.56,In-Store
342,108,2034,2023-07-31,1,185.08,Online
343,110,2035,2023-10-23,3,117.94,Online
344,107,2035,2023-11-04,1,71.78,Online
345,107,2035,2023-10-08,3,69.69,In-Store
346,115,2035,2023-11-21,3,133.43,Online
347,103,2035,2023-08-22,2,95.12,Online
348,106,2035,2024-03-01,1,37.99,Online
349,101,2035,2024-01-05,2,28.57,Online
350,108,2035,2024-04-19,1,178.9,In-Store
351,117,2035,2024-04-08,1,144.79,In-Store
352,106,2035,2024-01-31,2,37.45,In-Store
353,116,2035,2024-04-15,3,252.17,Online
354,107,2035,2023-11-14,3,60.28,In-Store
355,113,2035,2024-02-18,3,9.83,Online
356,117,2036,2023-12-18,2,125.88,Online
357,117,2036,2024-04-07,2,134.55,In-Store
358,103,2036,2024-01-25,2,91.61,In-Store
359,111,2036,2024-02-27,2,47.19,Online
360,101,2036,2023-12-17,2,28.48,Online
361,113,2036,2023-11-26,2,11.28,In-Store
362,111,2036,2024-04-25,2,47.11,Online
363,106,2036,2024-01-12,3,38.85,Online
364,102,2036,2024-04-20,1,26.93,In-Store
365,103,2036,2024-01-10,1,86.37,In-Store
366,113,2036,2023-08-07,2,11.2,Online
367,101,2036,2024-04-27,1,28.39,In-Store
368,115,2036,2024-01-24,3,130.87,Online
369,104,2036,2023-11-14,2,68.14,In-Store
370,116,2037,2023-04-09,3,257.78,Online
371,117,2038,2024-02-28,2,119.16,Online
372,117,2038,2024-05-12,3,135.79,In-Store
373,117,2038,2023-09-14,1,141.34,Online
374,103,2038,2024-03-04,2,80.04,Online
375,104,2038,2024-05-28,2,62.53,In-Store
376,112,2038,2023-08-31,3,30.64,In-Store
377,106,2038,2024-03-09,2,34.88,In-Store
378,112,2038,2023-09-02,2,32.51,Online
379,109,2038,2023-10-08,2,132.21,Online
380,115,2038,2023-08-24,3,130.25,Online
381,106,2038,2024-05-17,2,36.36,In-Store
382,113,2038,2023-11-20,2,10.62,Online
383,109,2038,2023-08-11,3,144.76,Online
384,109,2038,2024-01-07,3,143.08,In-Store
385,107,2038,2024-01-18,3,67.3,In-Store
386,104,2038,2023-09-01,3,60.15,In-Store
387,103,2038,2023-10-25,3,90.09,In-Store
388,111,2038,2023-11-24,2,51.49,Online
389,106,2038,2023-10-05,1,37.71,In-Store
390,114,2038,2023-08-25,2,56.18,Online
391,104,2038,2024-02-17,3,65.59,In-Store
392,114,2038,2024-02-11,3,54.72,Online
393,111,2038,2024-03-09,3,49.96,Online
394,107,2038,2023-12-23,1,64.51,In-Store
395,105,2038,2024-05-22,2,123.3,In-Store
396,114,2039,2023-09-24,1,55.49,Online
397,106,2039,2023-07-29,2,34.02,Online
398,104,2039,2024-02-21,1,66.31,In-Store
399,113,2039,2024-03-25,3,10.66,In-Store
400,118,2039,2023-12-02,2,142.38,Online
401,112,2039,2024-01-21,2,32.3,In-Store
402,101,2039,2024-02-14,1,24.84,In-Store
403,116,2039,2024-04-12,2,262.53,In-Store
404,103,2039,2024-04-01,2,90.82,In-Store
405,116,2039,2023-08-15,3,218.06,Online
406,114,2040,2023-11-22,1,52.97,Online
407,110,2040,2023-11-03,2,116.03,Online
408,115,2040,2023-02-10,1,125.75,In-Store
409,118,2041,2024-05-17,1,139.6,Online
410,111,2041,2024-03-02,2,49.0,In-Store
411,118,2041,2024-01-28,1,137.25,In-Store
412,102,2041,2023-12-27,1,26.86,In-Store
413,115,2041,2023-10-24,3,130.04,Online
414,105,2041,2023-10-24,3,121.45,In-Store
415,101,2041,2023-11-25,3,29.36,In-Store
416,113,2041,2024-03-17,1,11.26,Online
417,117,2041,2023-12-31,2,132.74,In-Store
418,114,2041,2024-03-13,2,53.54,In-Store
419,103,2041,2024-05-01,1,82.08,In-Store
420,118,2041,2023-12-11,1,139.8,In-Store
421,111,2041,2023-12-14,2,50.71,In-Store
422,108,2041,2023-11-15,1,207.04,In-Store
423,113,2041,2024-04-16,2,11.47,In-Store
424,111,2041,2023-12-15,2,42.86,In-Store
425,111,2041,2023-09-13,2,45.2,Online
426,104,2042,2024-01-10,1,57.19,Online
427,108,2042,2024-04-08,2,216.59,In-Store
428,111,2042,2023-08-30,2,48.17,Online
429,101,2042,2023-07-04,3,29.44,Online
430,116,2042,2023-11-01,3,251.28,Online
431,118,2042,2023-10-17,1,122.08,Online
432,104,2042,2023-12-18,3,65.35,Online
433,116,2042,2024-03-28,3,234.99,In-Store
434,102,2042,2023-11-15,3,24.51,Online
435,117,2042,2024-04-24,2,138.8,Online
436,106,2042,2024-03-01,3,37.4,Online
437,116,2043,2024-05-17,1,233.85,In-Store
438,113,2043,2024-03-27,1,10.06,In-Store
439,117,2043,2023-09-05,1,127.95,Online
440,111,2043,2024-03-17,1,47.53,Online
441,115,2043,2023-11-23,1,128.59,In-Store
442,114,2043,2023-11-24,1,51.88,Online
443,118,2043,2024-02-17,3,132.33,Online
444,114,2043,2024-03-21,3,57.5,Online
445,118,2043,2024-02-19,3,125.99,Online
446,111,2043,2023-10-16,1,46.26,In-Store
447,106,2043,2024-04-25,3,35.47,In-Store
448,105,2043,2023-12-23,1,128.93,Online
449,113,2043,2023-09-06,3,10.14,In-Store
450,110,2043,2023-11-22,3,124.43,Online
451,104,2043,2023-11-30,2,58.57,In-Store
452,117,2043,2023-09-02,3,121.79,In-Store
453,118,2043,2023-12-02,2,140.48,Online
454,113,2043,2023-08-20,1,11.07,In-Store
455,105,2043,2024-04-15,3,106.88,Online
456,116,2043,2023-11-27,2,224.97,In-Store
457,110,2044,2024-03-12,2,118.09,In-Store
458,108,2044,2023-07-20,3,211.0,Online
459,104,2044,2024-03-20,3,62.01,Online
460,107,2044,2024-05-05,1,71.59,Online
461,112,2044,2023-12-20,3,31.47,Online
462,110,2044,2023-11-03,2,124.02,Online
463,108,2044,2024-04-20,1,208.45,In-Store
464,115,2044,2024-02-16,3,134.53,In-Store
465,112,2044,2024-02-25,1,30.38,In-Store
466,115,2044,2023-09-08,1,134.96,Online
467,118,2044,2024-03-14,1,138.14,Online
468,107,2044,2024-03-16,3,60.25,Online
469,114,2044,2024-02-23,1,60.57,In-Store
470,111,2044,2023-09-09,2,48.03,Online
471,102,2044,2024-04-08,2,28.82,Online
472,111,2044,2023-11-28,3,47.02,In-Store
473,111,2044,2023-09-25,1,50.35,In-Store
474,110,2044,2024-01-03,2,120.86,In-Store
475,105,2044,2023-08-05,2,118.97,In-Store
476,106,2045,2023-07-22,2,37.91,Online
477,107,2046,2024-02-12,3,65.48,In-Store
478,110,2046,2024-04-28,3,124.3,In-Store
479,110,2046,2023-08-08,2,131.27,Online
480,104,2046,2023-12-25,1,58.18,Online
481,102,2046,2023-12-01,1,27.98,In-Store
482,109,2046,2023-10-12,3,129.26,Online
483,103,2046,2023-08-11,3,79.12,Online
484,103,2046,2023-12-25,2,82.65,In-Store
485,106,2046,2023-10-09,1,32.89,Online
486,109,2046,2024-03-03,3,153.79,Online
487,117,2046,2023-12-18,3,119.63,Online
488,118,2046,2024-03-16,1,118.16,In-Store
489,109,2046,2024-04-20,3,128.6,In-Store
490,115,2047,2024-01-08,2,134.22,Online
491,114,2047,2023-11-21,1,54.75,In-Store
492,104,2048,2023-08-02,2,56.34,Online
493,117,2048,2023-11-07,1,118.83,In-Store
494,112,2048,2023-08-17,3,27.63,Online
495,110,2048,2023-09-23,3,111.85,In-Store
496,108,2048,2023-12-28,2,187.69,Online
497,105,2048,2023-11-16,3,117.45,In-Store
498,112,2048,2023-09-06,2,32.92,Online
499,110,2048,2023-12-14,1,108.52,In-Store
500,110,2048,2024-04-01,1,119.17,In-Store
501,105,2049,2023-12-03,3,115.96,Online
502,102,2049,2024-05-13,3,28.91,Online
503,109,2049,2023-09-12,3,142.16,Online
504,106,2049,2023-09-17,3,32.92,Online
505,117,2049,2023-09-02,1,136.98,Online
506,113,2049,2023-10-16,3,10.02,In-Store
507,117,2049,2023-08-19,3,142.79,In-Store
508,106,2049,2023-12-13,2,38.57,In-Store
509,118,2049,2023-09-16,2,127.39,In-Store
510,116,2049,2023-12-04,2,242.52,Online
511,113,2049,2023-12-21,3,11.25,Online
512,116,2050,2023-03-20,2,223.08,Online
513,112,2051,2024-01-18,2,27.82,In-Store
514,113,2051,2023-08-05,2,10.88,In-Store
515,113,2051,2024-04-06,1,10.99,Online
516,116,2051,2024-01-06,2,219.88,In-Store
517,107,2051,2023-08-11,3,62.24,Online
518,109,2051,2023-12-10,1,140.59,Online
519,118,2051,2024-01-30,1,135.69,Online
520,116,2051,2023-07-14,2,235.85,Online
521,109,2051,2023-09-23,2,141.01,Online
522,109,2051,2023-09-16,1,134.08,Online
523,118,2051,2024-03-16,2,128.23,Online
524,109,2051,2024-02-21,1,129.73,Online
525,113,2051,2023-10-23,3,9.58,Online
526,112,2051,2023-08-31,1,28.36,Online
527,117,2051,2023-11-28,1,140.89,In-Store
528,114,2051,2023-11-04,3,53.39,Online
529,113,2051,2023-11-26,1,9.82,In-Store
530,118,2051,2024-03-11,3,120.98,Online
531,111,2051,2023-09-14,2,45.62,Online
532,108,2052,2024-02-10,1,207.78,Online
533,106,2052,2023-09-01,2,39.56,In-Store
534,102,2052,2024-02-13,1,26.01,Online
535,111,2052,2024-03-16,3,49.61,Online
536,102,2052,2024-01-31,3,28.15,Online
537,115,2052,2024-04-22,2,142.61,In-Store
538,104,2052,2023-12-10,1,67.92,Online
539,110,2052,2024-03-21,3,124.28,In-Store
540,102,2052,2023-07-27,2,29.34,In-Store
541,109,2052,2024-02-29,3,137.41,In-Store
542,114,2052,2023-08-28,1,60.7,In-Store
543,109,2052,2024-04-15,1,146.72,Online
544,112,2052,2023-12-09,3,30.58,In-Store
545,110,2052,2024-03-23,3,114.33,Online
546,114,2052,2024-01-28,1,54.7,In-Store
547,113,2052,2023-08-19,1,9.77,Online
548,118,2052,2024-03-12,1,118.46,Online
549,104,2052,2024-02-25,3,67.28,Online
550,116,2053,2024-03-20,2,230.48,Online
551,104,2053,2023-08-14,1,62.75,Online
552,117,2053,2024-01-09,2,142.05,Online
553,105,2053,2023-07-16,3,109.8,Online
554,109,2053,2024-02-02,1,145.89,Online
555,117,2053,2023-06-21,1,140.68,In-Store
556,110,2053,2024-01-05,2,127.67,Online
557,110,2053,2024-03-14,2,114.23,Online
558,101,2053,2024-01-16,2,25.77,Online
559,110,2053,2023-12-23,2,115.27,Online
560,103,2053,2024-02-29,1,82.67,In-Store
561,117,2053,2023-09-07,3,131.58,In-Store
562,114,2053,2024-01-14,1,57.14,Online
563,117,2053,2023-11-13,1,132.91,In-Store
564,115,2053,2023-10-15,2,117.5,In-Store
565,111,2053,2024-04-11,2,48.2,Online
566,116,2053,2023-08-09,3,261.37,Online
567,116,2054,2024-04-13,2,262.22,Online
568,101,2054,2024-02-13,2,24.6,In-Store
569,110,2054,2024-01-25,2,111.37,Online
570,118,2054,2023-12-25,1,139.14,In-Store
571,114,2054,2024-03-20,2,59.89,In-Store
572,104,2054,2023-08-21,1,63.51,In-Store
573,118,2054,2024-04-09,3,141.19,In-Store
574,115,2054,2023-07-31,3,123.52,Online
575,117,2054,2023-12-30,1,125.5,Online
576,105,2054,2023-10-25,1,117.73,In-Store
577,118,2055,2023-08-31,2,127.04,In-Store
578,116,2055,2024-04-07,3,235.74,In-Store
579,114,2055,2023-10-22,1,52.65,Online
580,107,2055,2024-01-28,2,68.13,Online
581,113,2055,2024-01-08,1,11.07,Online
582,113,2055,2024-01-31,3,11.45,Online
